Step,RAC,ent1,ent2,ent3,
170,0,0.246755,0.0873209,-0.0676947,
171,0,0.246887,0.0873061,-0.0678158,
172,0,0.247017,0.087292,-0.0679346,
173,0,0.247145,0.0872785,-0.0680508,
174,0,0.247271,0.0872657,-0.0681647,
175,0,0.247395,0.0872532,-0.0682763,
176,0,0.247516,0.0872414,-0.0683854,
177,0,0.247635,0.0872303,-0.0684924,
178,0,0.247753,0.0872191,-0.0685973,
179,0,0.247868,0.0872087,-0.0686999,
180,0,0.247982,0.0871986,-0.0688005,
181,0,0.248094,0.0871888,-0.0688988,
182,0,0.248203,0.0871795,-0.0689954,
183,0,0.248311,0.0871705,-0.0690897,
184,0,0.248417,0.0871618,-0.069182,
185,0,0.248521,0.0871536,-0.0692728,
186,0,0.248623,0.0871457,-0.0693616,
187,0,0.248723,0.087138,-0.0694483,
188,0,0.248821,0.0871305,-0.0695333,
189,0,0.248918,0.0871235,-0.0696168,
190,0,0.249013,0.0871165,-0.0696982,
191,0,0.249106,0.0871097,-0.0697781,
192,0,0.249198,0.0871031,-0.0698562,
193,0,0.249288,0.0870968,-0.0699329,
194,0,0.249376,0.087091,-0.070008,
195,0,0.249463,0.0870851,-0.0700815,
196,0,0.249548,0.0870793,-0.0701534,
197,0,0.249632,0.0870739,-0.070224,
198,0,0.249714,0.0870687,-0.0702931,
199,0,0.249794,0.0870634,-0.0703607,
200,0,0.249873,0.0870583,-0.0704269,
201,0,0.249951,0.0870535,-0.0704916,
202,0,0.250027,0.0870489,-0.0705553,
203,0,0.250102,0.0870444,-0.0706175,
204,0,0.250175,0.0870399,-0.0706784,
205,0,0.250247,0.0870356,-0.0707381,
206,0,0.250318,0.0870315,-0.0707966,
207,0,0.250387,0.0870274,-0.0708538,
208,0,0.250455,0.0870234,-0.0709099,
209,0,0.250522,0.0870197,-0.0709648,
210,0,0.250587,0.0870159,-0.0710188,
211,0,0.250651,0.0870123,-0.0710713,
212,0,0.250715,0.0870086,-0.0711229,
213,0,0.250776,0.0870051,-0.0711735,
214,0,0.250837,0.0870019,-0.071223,
215,0,0.250897,0.0869985,-0.0712715,
216,0,0.250955,0.0869954,-0.071319,
217,0,0.251013,0.0869924,-0.0713657,
218,0,0.251069,0.0869895,-0.0714114,
219,0,0.251124,0.0869865,-0.071456,
220,0,0.251178,0.0869836,-0.0714997,
221,0,0.251232,0.0869806,-0.0715426,
222,0,0.251284,0.0869782,-0.0715848,
223,0,0.251335,0.0869754,-0.0716259,
224,0,0.251385,0.0869729,-0.0716661,
225,0,0.251434,0.0869703,-0.0717058,
226,0,0.251483,0.0869678,-0.0717444,
227,0,0.25153,0.0869656,-0.0717825,
228,0,0.251576,0.0869631,-0.0718196,
229,0,0.251622,0.086961,-0.0718559,
230,0,0.251666,0.0869586,-0.0718915,
231,0,0.25171,0.0869565,-0.0719266,
232,0,0.251754,0.0869542,-0.0719609,
233,0,0.251796,0.0869523,-0.0719944,
234,0,0.251837,0.0869503,-0.0720273,
235,0,0.251878,0.0869482,-0.0720595,
236,0,0.251918,0.0869461,-0.0720911,
237,0,0.251957,0.0869443,-0.072122,
238,0,0.251995,0.0869424,-0.0721523,
239,0,0.252032,0.0869408,-0.072182,
240,0,0.25207,0.0869389,-0.0722112,
241,0,0.252106,0.0869372,-0.0722396,
242,0,0.252141,0.0869354,-0.0722677,
243,0,0.252176,0.0869338,-0.0722951,
244,0,0.25221,0.0869322,-0.072322,
245,0,0.252244,0.0869308,-0.0723482,
246,0,0.252276,0.0869291,-0.0723739,
247,0,0.252308,0.0869277,-0.0723991,
248,0,0.25234,0.0869262,-0.0724239,
249,0,0.252371,0.0869249,-0.0724483,
250,0,0.252402,0.0869232,-0.072472,
251,0,0.252432,0.0869219,-0.0724954,
252,0,0.252461,0.0869207,-0.0725183,
253,0,0.252489,0.0869191,-0.0725405,
254,0,0.252518,0.0869176,-0.0725623,
255,0,0.252545,0.0869166,-0.0725839,
256,0,0.252572,0.0869153,-0.0726051,
257,0,0.252599,0.0869142,-0.0726258,
258,0,0.252625,0.086913,-0.0726461,
259,0,0.25265,0.0869117,-0.0726656,
260,0,0.252675,0.0869108,-0.0726852,
261,0,0.2527,0.0869097,-0.0727043,
262,0,0.252724,0.0869084,-0.0727229,
263,0,0.252747,0.0869074,-0.0727413,
264,0,0.25277,0.0869065,-0.0727592,
265,0,0.252793,0.0869054,-0.0727769,
266,0,0.252815,0.0869044,-0.072794,
267,0,0.252837,0.0869035,-0.072811,
268,0,0.252859,0.0869022,-0.0728275,
269,0,0.25288,0.0869015,-0.0728437,
270,0,0.2529,0.0869005,-0.0728595,
271,0,0.252921,0.0868997,-0.0728753,
272,0,0.25294,0.0868987,-0.0728905,
273,0,0.25296,0.0868981,-0.0729056,
274,0,0.252979,0.0868971,-0.0729202,
275,0,0.252998,0.0868962,-0.0729347,
276,0,0.253016,0.0868955,-0.0729487,
277,0,0.253033,0.0868947,-0.0729624,
278,0,0.253051,0.0868937,-0.0729761,
279,0,0.253069,0.086893,-0.0729894,
280,0,0.253086,0.0868922,-0.0730024,
281,0,0.253102,0.0868916,-0.0730151,
282,0,0.253119,0.0868907,-0.0730277,
283,0,0.253134,0.0868899,-0.0730398,
284,0,0.25315,0.0868891,-0.073052,
285,0,0.253166,0.0868885,-0.0730636,
286,0,0.253181,0.0868878,-0.0730751,
287,0,0.253195,0.0868872,-0.0730866,
288,0,0.25321,0.0868868,-0.0730979,
289,0,0.253224,0.0868862,-0.0731088,
290,0,0.253238,0.0868853,-0.0731193,
291,0,0.253252,0.0868849,-0.0731298,
292,0,0.253265,0.0868841,-0.07314,
293,0,0.253278,0.0868834,-0.07315,
294,0,0.253291,0.0868828,-0.0731599,
295,0,0.253304,0.0868825,-0.0731696,
296,0,0.253316,0.0868821,-0.0731792,
297,0,0.253329,0.0868813,-0.0731885,
298,0,0.25334,0.0868809,-0.0731975,
299,0,0.253352,0.0868803,-0.0732065,
300,0,0.253364,0.0868799,-0.0732153,
301,0,0.253375,0.0868795,-0.0732239,
302,0,0.253386,0.0868791,-0.0732324,
303,0,0.253397,0.0868785,-0.0732405,
304,0,0.253407,0.0868781,-0.0732486,
305,0,0.253418,0.0868776,-0.0732567,
306,0,0.253428,0.0868773,-0.0732645,
307,0,0.253438,0.0868766,-0.0732721,
308,0,0.253448,0.0868762,-0.0732794,
309,0,0.253457,0.086876,-0.0732869,
310,0,0.253467,0.0868756,-0.0732941,
311,0,0.253476,0.0868752,-0.0733011,
312,0,0.253485,0.0868746,-0.073308,
313,0,0.253494,0.0868744,-0.0733147,
314,0,0.253502,0.0868741,-0.0733213,
315,0,0.253511,0.0868735,-0.0733278,
316,0,0.25352,0.0868732,-0.0733342,
317,0,0.253528,0.0868728,-0.0733405,
318,0,0.253536,0.0868726,-0.0733467,
319,0,0.253544,0.0868722,-0.0733526,
320,0,0.253552,0.0868717,-0.0733585,
