Step,1,2,3,4,5,6,1+3=4,2+3=5,1+5=6,2+4=6,3+3=6,RAC0,RAC1,RAC2,RAC3,
201,29.4374,14.3205,0.054312,7.65638,0.051998,0.66621,1.48544,0.371052,0.868863,0.236324,-0.672336,0,0,0,0,
202,29.5567,14.217,0.0539581,7.6535,0.0514318,0.660103,1.48158,0.365835,0.864476,0.235592,-0.666193,0,0,0,0,
203,29.6758,14.1143,0.0536046,7.65033,0.0508706,0.654034,1.47765,0.360679,0.860051,0.234846,-0.660087,0,0,0,0,
204,29.7947,14.0125,0.0532515,7.64686,0.0503142,0.648002,1.47363,0.355584,0.85559,0.234084,-0.654018,0,0,0,0,
205,29.9135,13.9114,0.0528989,7.6431,0.0497627,0.642008,1.46954,0.350549,0.851095,0.233308,-0.647986,0,0,0,0,
206,30.0321,13.8112,0.0525468,7.63904,0.0492161,0.636051,1.46537,0.345575,0.846568,0.232518,-0.641992,0,0,0,0,
207,30.1504,13.7118,0.0521952,7.6347,0.0486743,0.630133,1.46113,0.340661,0.842009,0.231713,-0.636035,0,0,0,0,
208,30.2687,13.6132,0.0518443,7.63007,0.0481375,0.624252,1.45682,0.335807,0.837421,0.230896,-0.630117,0,0,0,0,
209,30.3867,13.5153,0.051494,7.62516,0.0476054,0.61841,1.45244,0.331012,0.832804,0.230064,-0.624237,0,0,0,0,
210,30.5045,13.4183,0.0511444,7.61998,0.0470783,0.612607,1.44799,0.326275,0.828161,0.22922,-0.618395,0,0,0,0,
211,30.6221,13.322,0.0507955,7.61451,0.0465559,0.606842,1.44347,0.321597,0.823492,0.228364,-0.612592,0,0,0,0,
212,30.7396,13.2265,0.0504473,7.60877,0.0460384,0.601116,1.43889,0.316977,0.8188,0.227495,-0.606827,0,0,0,0,
213,30.8568,13.1317,0.0501,7.60277,0.0455257,0.59543,1.43424,0.312414,0.814084,0.226614,-0.601102,0,0,0,0,
214,30.9739,13.0377,0.0497535,7.59649,0.0450177,0.589782,1.42953,0.307908,0.809348,0.225722,-0.595415,0,0,0,0,
215,31.0907,12.9444,0.0494079,7.58995,0.0445146,0.584174,1.42475,0.303459,0.804591,0.224819,-0.589768,0,0,0,0,
216,31.2074,12.8519,0.0490632,7.58315,0.0440162,0.578605,1.41992,0.299067,0.799816,0.223904,-0.58416,0,0,0,0,
217,31.3238,12.7602,0.0487194,7.5761,0.0435225,0.573076,1.41503,0.29473,0.795023,0.222979,-0.578591,0,0,0,0,
218,31.44,12.6691,0.0483767,7.56878,0.0430336,0.567586,1.41008,0.290448,0.790214,0.222044,-0.573062,0,0,0,0,
219,31.556,12.5788,0.0480349,7.56122,0.0425494,0.562136,1.40508,0.286221,0.78539,0.221099,-0.567573,0,0,0,0,
220,31.6718,12.4892,0.0476942,7.55341,0.0420698,0.556726,1.40003,0.282049,0.780552,0.220144,-0.562123,0,0,0,0,
221,31.7874,12.4003,0.0473546,7.54535,0.041595,0.551355,1.39492,0.27793,0.775701,0.21918,-0.556713,0,0,0,0,
222,31.9027,12.3122,0.047016,7.53704,0.0411247,0.546025,1.38976,0.273865,0.770839,0.218206,-0.551342,0,0,0,0,
223,32.0178,12.2247,0.0466787,7.5285,0.0406591,0.540734,1.38455,0.269853,0.765966,0.217224,-0.546012,0,0,0,0,
224,32.1328,12.1379,0.0463425,7.51972,0.0401981,0.535483,1.37929,0.265894,0.761084,0.216233,-0.540721,0,0,0,0,
225,32.2474,12.0518,0.0460075,7.5107,0.0397417,0.530272,1.37398,0.261987,0.756194,0.215234,-0.53547,0,0,0,0,
226,32.3619,11.9664,0.0456737,7.50146,0.0392899,0.5251,1.36863,0.258131,0.751297,0.214227,-0.530259,0,0,0,0,
227,32.4761,11.8817,0.0453411,7.49198,0.0388426,0.519969,1.36324,0.254326,0.746394,0.213213,-0.525088,0,0,0,0,
228,32.5901,11.7976,0.0450099,7.48228,0.0383998,0.514877,1.3578,0.250572,0.741486,0.212191,-0.519957,0,0,0,0,
229,32.7038,11.7143,0.0446799,7.47236,0.0379614,0.509826,1.35232,0.246868,0.736573,0.211162,-0.514866,0,0,0,0,
230,32.8173,11.6315,0.0443513,7.46222,0.0375276,0.504814,1.3468,0.243214,0.731658,0.210126,-0.509814,0,0,0,0,
231,32.9305,11.5495,0.044024,7.45186,0.0370982,0.499842,1.34124,0.239609,0.72674,0.209084,-0.504803,0,0,0,0,
232,33.0436,11.4681,0.0436981,7.44129,0.0366731,0.494909,1.33565,0.236052,0.721821,0.208035,-0.499831,0,0,0,0,
233,33.1563,11.3873,0.0433736,7.43051,0.0362525,0.490017,1.33001,0.232544,0.716901,0.206981,-0.494898,0,0,0,0,
234,33.2688,11.3072,0.0430505,7.41952,0.0358362,0.485163,1.32435,0.229083,0.711982,0.205921,-0.490006,0,0,0,0,
235,33.3811,11.2277,0.0427288,7.40833,0.0354242,0.48035,1.31864,0.22567,0.707065,0.204855,-0.485153,0,0,0,0,
236,33.4931,11.1488,0.0424086,7.39693,0.0350165,0.475575,1.31291,0.222303,0.70215,0.203784,-0.480339,0,0,0,0,
237,33.6049,11.0706,0.0420898,7.38534,0.0346131,0.47084,1.30715,0.218983,0.697237,0.202708,-0.475565,0,0,0,0,
238,33.7163,10.9929,0.0417726,7.37355,0.034214,0.466145,1.30135,0.215708,0.692329,0.201627,-0.47083,0,0,0,0,
239,33.8276,10.9159,0.0414568,7.36156,0.033819,0.461488,1.29553,0.212478,0.687426,0.200542,-0.466135,0,0,0,0,
240,33.9385,10.8395,0.0411426,7.34939,0.0334283,0.456871,1.28968,0.209293,0.682527,0.199452,-0.461478,0,0,0,0,
241,34.0492,10.7637,0.0408299,7.33703,0.0330416,0.452292,1.2838,0.206153,0.677635,0.198358,-0.456861,0,0,0,0,
242,34.1597,10.6886,0.0405187,7.32448,0.0326591,0.447752,1.2779,0.203056,0.67275,0.197261,-0.452283,0,0,0,0,
243,34.2698,10.6139,0.0402092,7.31176,0.0322807,0.443251,1.27197,0.200002,0.667873,0.19616,-0.447743,0,0,0,0,
244,34.3797,10.5399,0.0399012,7.29885,0.0319064,0.438788,1.26602,0.196992,0.663004,0.195056,-0.443242,0,0,0,0,
245,34.4894,10.4665,0.0395948,7.28577,0.031536,0.434364,1.26004,0.194023,0.658144,0.193948,-0.438779,0,0,0,0,
246,34.5987,10.3936,0.03929,7.27251,0.0311697,0.429978,1.25405,0.191097,0.653293,0.192838,-0.434355,0,0,0,0,
247,34.7078,10.3214,0.0389868,7.25909,0.0308073,0.42563,1.24804,0.188212,0.648453,0.191725,-0.429969,0,0,0,0,
248,34.8166,10.2497,0.0386853,7.24549,0.0304489,0.42132,1.24201,0.185367,0.643624,0.19061,-0.425622,0,0,0,0,
249,34.9251,10.1785,0.0383854,7.23174,0.0300944,0.417048,1.23596,0.182563,0.638806,0.189492,-0.421312,0,0,0,0,
250,35.0333,10.1079,0.0380871,7.21781,0.0297438,0.412814,1.22989,0.179799,0.634,0.188373,-0.41704,0,0,0,0,
251,35.1412,10.0379,0.0377905,7.20373,0.029397,0.408617,1.22381,0.177075,0.629207,0.187251,-0.412806,0,0,0,0,
252,35.2489,9.9684,0.0374956,7.1895,0.029054,0.404457,1.21771,0.174389,0.624428,0.186128,-0.408609,0,0,0,0,
253,35.3562,9.89945,0.0372023,7.1751,0.0287147,0.400334,1.2116,0.171742,0.619662,0.185003,-0.404449,0,0,0,0,
254,35.4633,9.83105,0.0369107,7.16056,0.0283793,0.396249,1.20548,0.169133,0.61491,0.183877,-0.400326,0,0,0,0,
255,35.5701,9.76319,0.0366209,7.14587,0.0280475,0.3922,1.19935,0.166561,0.610173,0.18275,-0.396241,0,0,0,0,
256,35.6765,9.69585,0.0363327,7.13103,0.0277194,0.388187,1.1932,0.164027,0.605452,0.181623,-0.392192,0,0,0,0,
257,35.7827,9.62905,0.0360462,7.11605,0.027395,0.384212,1.18705,0.161529,0.600746,0.180494,-0.38818,0,0,0,0,
258,35.8886,9.56276,0.0357614,7.10092,0.0270742,0.380272,1.18088,0.159068,0.596056,0.179365,-0.384204,0,0,0,0,
259,35.9942,9.49699,0.0354784,7.08566,0.026757,0.376368,1.17471,0.156642,0.591383,0.178236,-0.380264,0,0,0,0,
260,36.0995,9.43174,0.0351971,7.07026,0.0264433,0.3725,1.16853,0.154252,0.586728,0.177106,-0.376361,0,0,0,0,
261,36.2045,9.36699,0.0349175,7.05473,0.0261332,0.368668,1.16235,0.151896,0.58209,0.175977,-0.372493,0,0,0,0,
262,36.3091,9.30275,0.0346396,7.03907,0.0258265,0.364871,1.15616,0.149575,0.577469,0.174847,-0.368661,0,0,0,0,
263,36.4135,9.23901,0.0343634,7.02328,0.0255233,0.361109,1.14996,0.147288,0.572867,0.173718,-0.364864,0,0,0,0,
264,36.5176,9.17576,0.034089,7.00736,0.0252235,0.357382,1.14376,0.145035,0.568284,0.17259,-0.361102,0,0,0,0,
265,36.6213,9.11301,0.0338164,6.99132,0.0249272,0.35369,1.13756,0.142814,0.56372,0.171462,-0.357375,0,0,0,0,
266,36.7248,9.05074,0.0335454,6.97515,0.0246341,0.350032,1.13136,0.140626,0.559175,0.170335,-0.353683,0,0,0,0,
267,36.8279,8.98896,0.0332762,6.95887,0.0243444,0.346409,1.12516,0.138471,0.55465,0.169208,-0.350026,0,0,0,0,
268,36.9307,8.92766,0.0330088,6.94248,0.024058,0.34282,1.11895,0.136347,0.550145,0.168084,-0.346403,0,0,0,0,
269,37.0332,8.86683,0.0327431,6.92596,0.0237749,0.339265,1.11275,0.134255,0.545661,0.16696,-0.342814,0,0,0,0,
270,37.1354,8.80647,0.0324791,6.90934,0.023495,0.335744,1.10654,0.132194,0.541197,0.165837,-0.339259,0,0,0,0,
271,37.2373,8.74658,0.0322169,6.89261,0.0232183,0.332256,1.10034,0.130163,0.536754,0.164716,-0.335738,0,0,0,0,
272,37.3388,8.68715,0.0319565,6.87577,0.0229448,0.328801,1.09414,0.128163,0.532332,0.163597,-0.33225,0,0,0,0,
273,37.4401,8.62818,0.0316977,6.85882,0.0226745,0.325379,1.08795,0.126192,0.527932,0.16248,-0.328795,0,0,0,0,
274,37.541,8.56967,0.0314408,6.84178,0.0224072,0.32199,1.08175,0.124251,0.523554,0.161364,-0.325373,0,0,0,0,
275,37.6416,8.51161,0.0311855,6.82463,0.022143,0.318634,1.07557,0.122339,0.519198,0.160251,-0.321984,0,0,0,0,
276,37.7418,8.45399,0.030932,6.80739,0.0218819,0.31531,1.06938,0.120455,0.514864,0.159139,-0.318628,0,0,0,0,
277,37.8418,8.39682,0.0306803,6.79005,0.0216238,0.312018,1.06321,0.1186,0.510552,0.15803,-0.315304,0,0,0,0,
278,37.9414,8.34009,0.0304302,6.77261,0.0213686,0.308757,1.05704,0.116772,0.506264,0.156924,-0.312012,0,0,0,0,
279,38.0407,8.28379,0.030182,6.75509,0.0211165,0.305529,1.05088,0.114972,0.501998,0.155819,-0.308752,0,0,0,0,
280,38.1396,8.22793,0.0299354,6.73747,0.0208672,0.302332,1.04472,0.113199,0.497755,0.154718,-0.305524,0,0,0,0,
281,38.2383,8.17249,0.0296906,6.71977,0.0206209,0.299166,1.03857,0.111453,0.493536,0.153619,-0.302327,0,0,0,0,
282,38.3366,8.11748,0.0294475,6.70198,0.0203774,0.296031,1.03244,0.109733,0.48934,0.152523,-0.299161,0,0,0,0,
283,38.4345,8.0629,0.0292061,6.68411,0.0201367,0.292927,1.02631,0.108039,0.485167,0.15143,-0.296026,0,0,0,0,
284,38.5322,8.00873,0.0289665,6.66616,0.0198989,0.289853,1.02019,0.10637,0.481019,0.15034,-0.292922,0,0,0,0,
285,38.6295,7.95497,0.0287285,6.64813,0.0196638,0.28681,1.01408,0.104727,0.476894,0.149254,-0.289848,0,0,0,0,
286,38.7265,7.90162,0.0284923,6.63002,0.0194315,0.283796,1.00798,0.103109,0.472793,0.14817,-0.286805,0,0,0,0,
287,38.8231,7.84868,0.0282578,6.61184,0.0192019,0.280812,1.0019,0.101515,0.468717,0.14709,-0.283791,0,0,0,0,
288,38.9194,7.79615,0.028025,6.59359,0.018975,0.277858,0.995827,0.0999457,0.464665,0.146013,-0.280808,0,0,0,0,
289,39.0154,7.74402,0.0277939,6.57526,0.0187507,0.274933,0.989767,0.0984,0.460637,0.14494,-0.277854,0,0,0,0,
290,39.111,7.69228,0.0275645,6.55687,0.0185291,0.272038,0.983721,0.0968779,0.456634,0.14387,-0.274929,0,0,0,0,
291,39.2063,7.64093,0.0273367,6.53841,0.0183101,0.269171,0.977687,0.0953789,0.452655,0.142804,-0.272033,0,0,0,0,
292,39.3013,7.58998,0.0271107,6.51988,0.0180937,0.266332,0.971668,0.0939028,0.448701,0.141742,-0.269166,0,0,0,0,
293,39.3959,7.53941,0.0268863,6.50129,0.0178798,0.263522,0.965664,0.0924493,0.444772,0.140683,-0.266328,0,0,0,0,
294,39.4902,7.48923,0.0266636,6.48264,0.0176684,0.260741,0.959675,0.0910179,0.440868,0.139629,-0.263518,0,0,0,0,
295,39.5841,7.43943,0.0264426,6.46393,0.0174596,0.257987,0.953701,0.0896085,0.436988,0.138578,-0.260737,0,0,0,0,
296,39.6777,7.39,0.0262232,6.44516,0.0172531,0.25526,0.947743,0.0882206,0.433134,0.137532,-0.257983,0,0,0,0,
297,39.771,7.34095,0.0260055,6.42634,0.0170492,0.252562,0.941801,0.0868539,0.429305,0.13649,-0.255257,0,0,0,0,
298,39.8639,7.29226,0.0257894,6.40746,0.0168476,0.24989,0.935876,0.0855083,0.425501,0.135451,-0.252558,0,0,0,0,
299,39.9565,7.24395,0.025575,6.38853,0.0166485,0.247246,0.929968,0.0841832,0.421722,0.134418,-0.249886,0,0,0,0,
300,40.0487,7.196,0.0253622,6.36955,0.0164517,0.244628,0.924077,0.0828786,0.417968,0.133388,-0.247242,0,0,0,0,
301,40.1406,7.14841,0.025151,6.35052,0.0162572,0.242037,0.918205,0.081594,0.41424,0.132363,-0.244624,0,0,0,0,
302,40.2322,7.10118,0.0249415,6.33144,0.016065,0.239472,0.91235,0.0803291,0.410536,0.131342,-0.242033,0,0,0,0,
303,40.3234,7.05431,0.0247336,6.31232,0.0158751,0.236933,0.906514,0.0790837,0.406858,0.130326,-0.239468,0,0,0,0,
304,40.4142,7.00778,0.0245272,6.29315,0.0156875,0.23442,0.900697,0.0778575,0.403206,0.129314,-0.236929,0,0,0,0,
305,40.5047,6.96161,0.0243225,6.27394,0.0155021,0.231932,0.8949,0.0766502,0.399578,0.128307,-0.234416,0,0,0,0,
306,40.5949,6.91578,0.0241194,6.25469,0.0153189,0.22947,0.889121,0.0754615,0.395976,0.127304,-0.231929,0,0,0,0,
307,40.6847,6.8703,0.0239178,6.2354,0.0151379,0.227034,0.883363,0.0742912,0.392399,0.126307,-0.229467,0,0,0,0,
308,40.7742,6.82516,0.0237178,6.21607,0.014959,0.224622,0.877625,0.073139,0.388847,0.125314,-0.22703,0,0,0,0,
309,40.8634,6.78035,0.0235194,6.19671,0.0147823,0.222235,0.871907,0.0720046,0.385321,0.124325,-0.224619,0,0,0,0,
310,40.9522,6.73588,0.0233226,6.17731,0.0146077,0.219872,0.86621,0.0708877,0.38182,0.123342,-0.222231,0,0,0,0,
311,41.0406,6.69174,0.0231273,6.15788,0.0144351,0.217534,0.860534,0.0697881,0.378344,0.122363,-0.219869,0,0,0,0,
312,41.1287,6.64793,0.0229335,6.13842,0.0142647,0.215219,0.85488,0.0687056,0.374893,0.12139,-0.217531,0,0,0,0,
313,41.2165,6.60444,0.0227413,6.11893,0.0140962,0.212929,0.849247,0.0676398,0.371468,0.120421,-0.215216,0,0,0,0,
314,41.3039,6.56128,0.0225507,6.09941,0.0139298,0.210662,0.843635,0.0665905,0.368067,0.119457,-0.212926,0,0,0,0,
315,41.3909,6.51844,0.0223615,6.07986,0.0137653,0.208419,0.838046,0.0655575,0.364692,0.118498,-0.210659,0,0,0,0,
316,41.4777,6.47592,0.0221738,6.06029,0.0136029,0.206198,0.832479,0.0645406,0.361341,0.117545,-0.208416,0,0,0,0,
317,41.564,6.43372,0.0219877,6.04069,0.0134423,0.204001,0.826935,0.0635394,0.358016,0.116596,-0.206196,0,0,0,0,
318,41.65,6.39182,0.0218031,6.02107,0.0132837,0.201827,0.821413,0.0625538,0.354715,0.115652,-0.203998,0,0,0,0,
319,41.7357,6.35024,0.0216199,6.00143,0.013127,0.199675,0.815914,0.0615835,0.35144,0.114714,-0.201824,0,0,0,0,
320,41.8211,6.30897,0.0214382,5.98177,0.0129721,0.197545,0.810439,0.0606284,0.348189,0.113781,-0.199672,0,0,0,0,
321,41.906,6.26799,0.021258,5.96209,0.0128192,0.195438,0.804986,0.059688,0.344963,0.112853,-0.197543,0,0,0,0,
322,41.9907,6.22733,0.0210792,5.9424,0.012668,0.193352,0.799557,0.0587623,0.341762,0.11193,-0.195435,0,0,0,0,
323,42.075,6.18696,0.0209019,5.92268,0.0125187,0.191289,0.794152,0.0578511,0.338586,0.111012,-0.19335,0,0,0,0,
324,42.1589,6.14689,0.0207261,5.90296,0.0123711,0.189246,0.788771,0.056954,0.335434,0.1101,-0.191286,0,0,0,0,
325,42.2425,6.10711,0.0205517,5.88322,0.0122253,0.187226,0.783414,0.0560709,0.332306,0.109193,-0.189244,0,0,0,0,
326,42.3258,6.06763,0.0203787,5.86346,0.0120813,0.185226,0.778081,0.0552015,0.329203,0.108291,-0.187223,0,0,0,0,
327,42.4087,6.02844,0.0202071,5.8437,0.011939,0.183247,0.772773,0.0543458,0.326124,0.107394,-0.185223,0,0,0,0,
328,42.4912,5.98953,0.0200369,5.82392,0.0117984,0.181289,0.767489,0.0535033,0.32307,0.106503,-0.183245,0,0,0,0,
329,42.5735,5.95091,0.0198682,5.80414,0.0116595,0.179351,0.762229,0.0526741,0.320039,0.105617,-0.181286,0,0,0,0,
330,42.6553,5.91257,0.0197008,5.78435,0.0115222,0.177434,0.756994,0.0518577,0.317033,0.104737,-0.179349,0,0,0,0,
331,42.7368,5.87452,0.0195348,5.76455,0.0113866,0.175537,0.751785,0.0510541,0.314051,0.103861,-0.177432,0,0,0,0,
332,42.818,5.83674,0.0193702,5.74475,0.0112527,0.173659,0.7466,0.0502631,0.311092,0.102991,-0.175534,0,0,0,0,
333,42.8989,5.79923,0.019207,5.72495,0.0111203,0.171802,0.74144,0.0494844,0.308158,0.102127,-0.173657,0,0,0,0,
334,42.9794,5.76201,0.0190451,5.70514,0.0109895,0.169964,0.736306,0.0487179,0.305247,0.101268,-0.1718,0,0,0,0,
335,43.0595,5.72505,0.0188845,5.68533,0.0108603,0.168145,0.731197,0.0479634,0.30236,0.100414,-0.169962,0,0,0,0,
336,43.1393,5.68836,0.0187253,5.66552,0.0107327,0.166345,0.726114,0.0472207,0.299496,0.0995656,-0.168143,0,0,0,0,
337,43.2188,5.65194,0.0185674,5.64571,0.0106066,0.164565,0.721056,0.0464896,0.296656,0.0987226,-0.166343,0,0,0,0,
338,43.2979,5.61578,0.0184109,5.6259,0.010482,0.162803,0.716024,0.0457699,0.293839,0.097885,-0.164563,0,0,0,0,
339,43.3767,5.57988,0.0182556,5.60609,0.0103589,0.16106,0.711017,0.0450616,0.291045,0.0970529,-0.162801,0,0,0,0,
340,43.4551,5.54425,0.0181016,5.58629,0.0102373,0.159335,0.706036,0.0443642,0.288274,0.0962261,-0.161058,0,0,0,0,
341,43.5332,5.50887,0.017949,5.56649,0.0101171,0.157629,0.701081,0.0436778,0.285526,0.0954047,-0.159333,0,0,0,0,
342,43.6109,5.47375,0.0177976,5.5467,0.00999839,0.15594,0.696152,0.0430022,0.282801,0.0945887,-0.157627,0,0,0,0,
343,43.6883,5.43888,0.0176475,5.52691,0.00988111,0.15427,0.691249,0.0423371,0.280099,0.0937781,-0.155938,0,0,0,0,
344,43.7654,5.40427,0.0174987,5.50714,0.00976523,0.152617,0.686373,0.0416825,0.277419,0.0929729,-0.154268,0,0,0,0,
345,43.8421,5.3699,0.0173511,5.48737,0.00965074,0.150981,0.681522,0.0410381,0.274762,0.0921731,-0.152615,0,0,0,0,
346,43.9185,5.33578,0.0172048,5.46761,0.00953764,0.149363,0.676697,0.0404038,0.272128,0.0913787,-0.15098,0,0,0,0,
347,43.9946,5.30191,0.0170597,5.44786,0.00942589,0.147763,0.671898,0.0397794,0.269516,0.0905896,-0.149362,0,0,0,0,
348,44.0703,5.26828,0.0169158,5.42812,0.00931548,0.146179,0.667126,0.0391648,0.266925,0.089806,-0.147761,0,0,0,0,
349,44.1457,5.23489,0.0167732,5.40839,0.0092064,0.144612,0.66238,0.0385599,0.264357,0.0890277,-0.146177,0,0,0,0,
350,44.2207,5.20175,0.0166318,5.38868,0.00909863,0.143061,0.65766,0.0379644,0.261811,0.0882547,-0.14461,0,0,0,0,
351,44.2954,5.16884,0.0164916,5.36898,0.00899216,0.141527,0.652967,0.0373783,0.259287,0.0874872,-0.14306,0,0,0,0,
352,44.3698,5.13616,0.0163525,5.34929,0.00888697,0.14001,0.6483,0.0368014,0.256784,0.0867249,-0.141526,0,0,0,0,
353,44.4438,5.10372,0.0162147,5.32962,0.00878304,0.138508,0.643659,0.0362335,0.254303,0.085968,-0.140008,0,0,0,0,
354,44.5175,5.07151,0.016078,5.30997,0.00868035,0.137023,0.639044,0.0356745,0.251843,0.0852164,-0.138507,0,0,0,0,
355,44.5908,5.03953,0.0159425,5.29033,0.00857891,0.135553,0.634456,0.0351242,0.249405,0.0844702,-0.137021,0,0,0,0,
356,44.6638,5.00778,0.0158082,5.27071,0.00847868,0.134099,0.629894,0.0345826,0.246987,0.0837293,-0.135552,0,0,0,0,
357,44.7365,4.97626,0.015675,5.25111,0.00837965,0.132661,0.625359,0.0340495,0.244591,0.0829936,-0.134098,0,0,0,0,
358,44.8089,4.94496,0.015543,5.23153,0.00828182,0.131238,0.620849,0.0335248,0.242216,0.0822632,-0.132659,0,0,0,0,
359,44.8809,4.91388,0.015412,5.21197,0.00818516,0.12983,0.616367,0.0330083,0.239861,0.0815381,-0.131236,0,0,0,0,
360,44.9526,4.88302,0.0152823,5.19244,0.00808966,0.128437,0.61191,0.0324999,0.237527,0.0808183,-0.129828,0,0,0,0,
361,45.0239,4.85238,0.0151536,5.17292,0.00799531,0.127059,0.60748,0.0319994,0.235214,0.0801036,-0.128436,0,0,0,0,
362,45.095,4.82196,0.015026,5.15343,0.00790209,0.125696,0.603076,0.0315068,0.232921,0.0793943,-0.127058,0,0,0,0,
363,45.1657,4.79176,0.0148996,5.13395,0.00780999,0.124347,0.598698,0.0310219,0.230649,0.0786901,-0.125694,0,0,0,0,
364,45.236,4.76176,0.0147742,5.11451,0.00771899,0.123013,0.594347,0.0305447,0.228396,0.0779911,-0.124346,0,0,0,0,
365,45.3061,4.73198,0.0146499,5.09509,0.00762908,0.121693,0.590022,0.0300749,0.226164,0.0772972,-0.123011,0,0,0,0,
366,45.3758,4.70241,0.0145267,5.07569,0.00754026,0.120387,0.585723,0.0296125,0.223951,0.0766086,-0.121691,0,0,0,0,
367,45.4452,4.67305,0.0144045,5.05632,0.0074525,0.119095,0.58145,0.0291573,0.221758,0.0759251,-0.120386,0,0,0,0,
368,45.5142,4.6439,0.0142834,5.03697,0.00736579,0.117817,0.577204,0.0287093,0.219585,0.0752467,-0.119094,0,0,0,0,
369,45.583,4.61495,0.0141634,5.01766,0.00728012,0.116553,0.572983,0.0282683,0.217431,0.0745734,-0.117816,0,0,0,0,
370,45.6514,4.5862,0.0140444,4.99837,0.00719548,0.115302,0.568788,0.0278342,0.215297,0.0739052,-0.116551,0,0,0,0,
371,45.7195,4.55766,0.0139264,4.97911,0.00711185,0.114064,0.56462,0.0274069,0.213182,0.0732421,-0.115301,0,0,0,0,
372,45.7872,4.52931,0.0138095,4.95988,0.00702923,0.11284,0.560477,0.0269863,0.211086,0.072584,-0.114063,0,0,0,0,
373,45.8547,4.50117,0.0136935,4.94067,0.00694759,0.111629,0.556361,0.0265723,0.209009,0.071931,-0.112839,0,0,0,0,
374,45.9218,4.47322,0.0135786,4.9215,0.00686693,0.110431,0.55227,0.0261648,0.20695,0.0712829,-0.111628,0,0,0,0,
375,45.9886,4.44547,0.0134647,4.90236,0.00678724,0.109246,0.548205,0.0257637,0.204911,0.0706399,-0.11043,0,0,0,0,
376,46.0551,4.41791,0.0133517,4.88325,0.0067085,0.108074,0.544165,0.0253688,0.20289,0.0700018,-0.109245,0,0,0,0,
377,46.1213,4.39055,0.0132398,4.86418,0.00663071,0.106914,0.540151,0.0249802,0.200887,0.0693687,-0.108073,0,0,0,0,
378,46.1871,4.36337,0.0131288,4.84513,0.00655384,0.105766,0.536163,0.0245976,0.198903,0.0687404,-0.106913,0,0,0,0,
379,46.2526,4.33638,0.0130188,4.82612,0.0064779,0.104631,0.532201,0.024221,0.196937,0.0681171,-0.105765,0,0,0,0,
380,46.3178,4.30959,0.0129097,4.80714,0.00640286,0.103509,0.528263,0.0238504,0.194988,0.0674987,-0.10463,0,0,0,0,
381,46.3827,4.28297,0.0128016,4.7882,0.00632872,0.102398,0.524352,0.0234855,0.193058,0.0668851,-0.103508,0,0,0,0,
382,46.4473,4.25655,0.0126945,4.76929,0.00625547,0.101299,0.520465,0.0231263,0.191145,0.0662764,-0.102397,0,0,0,0,
383,46.5116,4.2303,0.0125882,4.75042,0.00618309,0.100212,0.516604,0.0227728,0.189251,0.0656725,-0.101298,0,0,0,0,
384,46.5755,4.20424,0.0124829,4.73158,0.00611157,0.0991366,0.512768,0.0224248,0.187373,0.0650734,-0.100211,0,0,0,0,
385,46.6392,4.17836,0.0123786,4.71278,0.00604091,0.0980728,0.508958,0.0220823,0.185513,0.064479,-0.0991357,0,0,0,0,
386,46.7025,4.15266,0.0122751,4.69401,0.0059711,0.0970205,0.505172,0.0217451,0.18367,0.0638894,-0.0980719,0,0,0,0,
387,46.7655,4.12713,0.0121725,4.67529,0.00590212,0.0959795,0.501411,0.0214131,0.181845,0.0633045,-0.0970197,0,0,0,0,
388,46.8282,4.10178,0.0120709,4.6566,0.00583396,0.0949497,0.497675,0.0210864,0.180036,0.0627243,-0.0959787,0,0,0,0,
389,46.8906,4.07661,0.0119701,4.63794,0.00576661,0.093931,0.493964,0.0207648,0.178244,0.0621488,-0.0949489,0,0,0,0,
390,46.9527,4.05161,0.0118702,4.61933,0.00570007,0.0929233,0.490277,0.0204482,0.176469,0.0615779,-0.0939302,0,0,0,0,
391,47.0145,4.02678,0.0117712,4.60075,0.00563431,0.0919264,0.486615,0.0201366,0.17471,0.0610117,-0.0929225,0,0,0,0,
392,47.076,4.00212,0.011673,4.58222,0.00556935,0.0909403,0.482978,0.0198298,0.172968,0.06045,-0.0919257,0,0,0,0,
393,47.1372,3.97764,0.0115758,4.56372,0.00550516,0.0899648,0.479365,0.0195278,0.171242,0.0598929,-0.0909395,0,0,0,0,
394,47.198,3.95332,0.0114793,4.54526,0.00544173,0.0889998,0.475777,0.0192305,0.169533,0.0593404,-0.089964,0,0,0,0,
395,47.2586,3.92916,0.0113837,4.52685,0.00537905,0.0880452,0.472212,0.0189379,0.167839,0.0587924,-0.088999,0,0,0,0,
396,47.3189,3.90517,0.011289,4.50847,0.00531713,0.0871009,0.468672,0.0186499,0.166161,0.0582489,-0.0880444,0,0,0,0,
397,47.3788,3.88135,0.0111951,4.49014,0.00525594,0.0861667,0.465156,0.0183663,0.164499,0.0577099,-0.0871001,0,0,0,0,
398,47.4385,3.85769,0.011102,4.47185,0.00519547,0.0852427,0.461664,0.0180872,0.162853,0.0571753,-0.086166,0,0,0,0,
399,47.4979,3.83419,0.0110097,4.4536,0.00513573,0.0843286,0.458196,0.0178124,0.161223,0.0566451,-0.085242,0,0,0,0,
400,47.5569,3.81085,0.0109182,4.43539,0.0050767,0.0834243,0.454752,0.017542,0.159608,0.0561194,-0.0843279,0,0,0,0,
